institution_id,name,type,state,city,url,accreditation_status,source,last_updated
296,Meredith College Paralegal,Paralegal Program,North Carolina,,https://www.meredith.edu/paralegal/,AAfPE Member,AAfPE,2025-12-26 18:45:30
297,Metropolitan Community College (general),Paralegal Program,Missouri,,https://mcckc.edu,AAfPE Member,AAfPE,2025-12-26 18:45:30
298,Metropolitan Community College – Penn Valley Paralegal,Paralegal Program,Missouri,,https://mcckc.edu/programs/paralegal/index.aspx,AAfPE Member,AAfPE,2025-12-26 18:45:30
299,Miami Dade College Paralegal,Paralegal Program,Florida,,https://www.mdc.edu/paralegal/,AAfPE Member,AAfPE,2025-12-26 18:45:30
300,Middlesex Community College Paralegal Studies,Paralegal Program,Massachusetts,,https://www.middlesex.mass.edu/academics/publicservice/publicserviceprograms/paralegalstudies.html,AAfPE Member,AAfPE,2025-12-26 18:45:30
301,Midlands Technical College Paralegal AAS,Paralegal Program,South Carolina,,https://www.midlandstech.edu/programs-and-courses/education-and-public-service/paralegal-associate-degree,AAfPE Member,AAfPE,2025-12-26 18:45:30
302,Mississippi University for Women Legal Studies,Paralegal Program,Mississippi,,https://www.muw.edu/legal/,AAfPE Member,AAfPE,2025-12-26 18:45:30
303,"Missoula College, University of Montana Paralegal Certificate",Paralegal Program,Montana,,https://www.umt.edu/missoula-college/online-certificates/legal_studies.php,AAfPE Member,AAfPE,2025-12-26 18:45:30
304,Missouri Western State University Legal Studies,Paralegal Program,Missouri,,https://www.missouriwestern.edu/criminal-justice-legal-studies/legal-studies/,AAfPE Member,AAfPE,2025-12-26 18:45:30
305,Molloy University Paralegal Certificate,Paralegal Program,New York,,https://www.molloy.edu/academics/additional-programs/continuing-education/certificate-programs/paralegal/,AAfPE Member,AAfPE,2025-12-26 18:45:30
306,Montclair State University Paralegal Studies,Paralegal Program,New Jersey,,https://www.montclair.edu/justice-studies/programs-of-study/paralegal-studies-program/,AAfPE Member,AAfPE,2025-12-26 18:45:30
